nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
1992,Georges,Charpak,physics,male,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",Poland,PL,29-09-2010,France,FR,École Supérieure de Physique et Chimie,France,68,1924,POL
1992,Edwin G.,Krebs,medicine,male,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",USA,US,21-12-2009,USA,US,University of Washington,USA,74,1918,USA
1993,Russell A.,Hulse,physics,male,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",USA,US,0000-00-00,,,Princeton University,USA,43,1950,USA
1993,Joseph H.,Taylor Jr.,physics,male,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",USA,US,0000-00-00,,,Princeton University,USA,52,1941,USA
1993,Toni,Morrison,literature,female,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",USA,US,5/8/2019,USA,US,,,62,1931,USA
1993,Douglass C.,North,economics,male,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",USA,US,23-11-2015,USA,US,Washington University,USA,73,1920,USA
1993,Michael,Smith,chemistry,male,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",United Kingdom,GB,4/10/2000,Canada,CA,University of British Columbia,Canada,61,1932,GBR
1993,Phillip A.,Sharp,medicine,male,"""for their discoveries of split genes""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT) Center for Cancer Research,USA,49,1944,USA
1993,Richard J.,Roberts,medicine,male,"""for their discoveries of split genes""",United Kingdom,GB,0000-00-00,,,New England Biolabs,USA,50,1943,GBR
1993,Kary B.,Mullis,chemistry,male,"""for his invention of the polymerase chain reaction (PCR) method""",USA,US,7/8/2019,USA,US,,,49,1944,USA
1993,F.W.,de Klerk,peace,male,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",South Africa,ZA,11/11/2021,South Africa,ZA,,,57,1936,ZAF
1993,Robert W.,Fogel,economics,male,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",USA,US,11/6/2013,USA,US,University of Chicago,USA,66,1927,USA
1993,Nelson,Mandela,peace,male,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",South Africa,ZA,5/12/2013,South Africa,ZA,,,75,1918,ZAF
1994,Alfred G.,Gilman,medicine,male,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,US,23-12-2015,USA,US,University of Texas Southwestern Medical Center at Dallas,USA,53,1941,USA
1994,Martin,Rodbell,medicine,male,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",USA,US,7/12/1998,USA,US,National Institute of Environmental Health Sciences,USA,69,1925,USA
1994,George A.,Olah,chemistry,male,"""for his contribution to carbocation chemistry""",Hungary,HU,8/3/2017,USA,US,University of Southern California,USA,67,1927,HUN
1994,Bertram N.,Brockhouse,physics,male,"""for the development of neutron spectroscopy""",Canada,CA,13-10-2003,Canada,CA,McMaster University,Canada,76,1918,CAN
1994,Clifford G.,Shull,physics,male,"""for the development of the neutron diffraction technique""",USA,US,31-03-2001,USA,US,Massachusetts Institute of Technology (MIT),USA,79,1915,USA
1994,Kenzaburo,Oe,literature,male,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",Japan,JP,3/3/2023,Japan,JP,,,59,1935,JPN
1994,Yasser,Arafat,peace,male,"""for their efforts to create peace in the Middle East""",Egypt,EG,11/11/2004,France,FR,,,65,1929,EGY
1994,Yitzhak,Rabin,peace,male,"""for their efforts to create peace in the Middle East""",Israel,IL,4/11/1995,Israel,IL,,,72,1922,ISR
1994,Shimon,Peres,peace,male,"""for their efforts to create peace in the Middle East""",Belarus,BY,28-09-2016,Israel,IL,,,71,1923,BLR
1994,John C.,Harsanyi,economics,male,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Hungary,HU,9/8/2000,USA,US,University of California,USA,74,1920,HUN
1994,John F.,Nash Jr.,economics,male,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",USA,US,23-05-2015,USA,US,Princeton University,USA,66,1928,USA
1994,Reinhard,Selten,economics,male,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",Poland,PL,23-08-2016,Poland,PL,Rheinische Friedrich-Wilhelms-Universität,Germany,64,1930,POL
1995,Frederick,Reines,physics,male,"""for the detection of the neutrino""",USA,US,26-08-1998,USA,US,University of California,USA,77,1918,USA
1995,Edward B.,Lewis,medicine,male,"""for their discoveries concerning the genetic control of early embryonic development""",USA,US,21-07-2004,USA,US,California Institute of Technology (Caltech),USA,77,1918,USA
1995,Paul J.,Crutzen,chemistry,male,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",the Netherlands,NL,28-01-2021,Germany,DE,Max-Planck-Institut für Chemie,Germany,62,1933,NLD
1995,Mario J.,Molina,chemistry,male,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",Mexico,MX,7/10/2020,Mexico,MX,Massachusetts Institute of Technology (MIT),USA,52,1943,MEX
1995,Robert E.,Lucas Jr.,economics,male,"""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",USA,US,15-05-2023,,,University of Chicago,USA,58,1937,USA
1995,Seamus,Heaney,literature,male,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",Northern Ireland,GB,30-08-2013,Ireland,IE,,,56,1939,GBR
1995,F. Sherwood,Rowland,chemistry,male,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",USA,US,10/3/2012,USA,US,University of California,USA,68,1927,USA
1995,Christiane,Nüsslein-Volhard,medicine,female,"""for their discoveries concerning the genetic control of early embryonic development""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Entwicklungsbiologie,Germany,53,1942,DEU
1995,Joseph,Rotblat,peace,male,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",Poland,PL,31-08-2005,United Kingdom,GB,,,87,1908,POL
1995,Pugwash Conferences on Science and World Affairs,,peace,org,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,,0000-00-00,,,,,38,1957,NAM
1995,Martin L.,Perl,physics,male,"""for the discovery of the tau lepton""",USA,US,30-09-2014,USA,US,Stanford University,USA,68,1927,USA
1995,Eric F.,Wieschaus,medicine,male,"""for their discoveries concerning the genetic control of early embryonic development""",USA,US,0000-00-00,,,Princeton University,USA,48,1947,USA
1996,David M.,Lee,physics,male,"""for their discovery of superfluidity in helium-3""",USA,US,0000-00-00,,,Cornell University,USA,65,1931,USA
1996,Robert C.,Richardson,physics,male,"""for their discovery of superfluidity in helium-3""",USA,US,19-02-2013,USA,US,Cornell University,USA,59,1937,USA
1996,Douglas D.,Osheroff,physics,male,"""for their discovery of superfluidity in helium-3""",USA,US,0000-00-00,,,Stanford University,USA,51,1945,USA
1996,Peter C.,Doherty,medicine,male,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Australia,AU,0000-00-00,,,St. Jude Children's Research Hospital,USA,56,1940,AUS
1996,Rolf M.,Zinkernagel,medicine,male,"""for their discoveries concerning the specificity of the cell mediated immune defence""",Switzerland,CH,0000-00-00,,,University of Zurich Institute of Experimental Immunology,Switzerland,52,1944,CHE
1996,Richard E.,Smalley,chemistry,male,"""for their discovery of fullerenes""",USA,US,28-10-2005,USA,US,Rice University,USA,53,1943,USA
1996,Wislawa,Szymborska,literature,female,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",Poland,PL,1/2/2012,Poland,PL,,,73,1923,POL
1996,Carlos Filipe Ximenes,Belo,peace,male,"""for their work towards a just and peaceful solution to the conflict in East Timor""",East Timor,TL,0000-00-00,,,,,48,1948,TLS
1996,José,Ramos-Horta,peace,male,"""for their work towards a just and peaceful solution to the conflict in East Timor""",East Timor,TL,0000-00-00,,,,,47,1949,TLS
1996,Robert F.,Curl Jr.,chemistry,male,"""for their discovery of fullerenes""",USA,US,3/7/2022,USA,US,Rice University,USA,63,1933,USA
1996,William,Vickrey,economics,male,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",Canada,CA,11/10/1996,USA,US,Columbia University,USA,82,1914,CAN
1996,Sir Harold,Kroto,chemistry,male,"""for their discovery of fullerenes""",United Kingdom,GB,30-04-2016,United Kingdom,GB,University of Sussex,United Kingdom,57,1939,GBR
1996,James A.,Mirrlees,economics,male,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",Scotland,GB,29-08-2018,United Kingdom,GB,University of Cambridge,United Kingdom,60,1936,GBR
1997,Dario,Fo,literature,male,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",Italy,IT,13-10-2016,Italy,IT,,,71,1926,ITA
1997,John E.,Walker,chemistry,male,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",United Kingdom,GB,0000-00-00,,,MRC Laboratory of Molecular Biology,United Kingdom,56,1941,GBR
1997,Jens C.,Skou,chemistry,male,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",Denmark,DK,28-05-2018,Denmark,DK,Aarhus University,Denmark,79,1918,DNK
1997,Robert C.,Merton,economics,male,"""for a new method to determine the value of derivatives""",USA,US,0000-00-00,,,Harvard University,USA,53,1944,USA
1997,Stanley B.,Prusiner,medicine,male,"""for his discovery of Prions - a new biological principle of infection""",USA,US,0000-00-00,,,University of California School of Medicine,USA,55,1942,USA
1997,William D.,Phillips,physics,male,"""for development of methods to cool and trap atoms with laser light""",USA,US,0000-00-00,,,National Institute of Standards and Technology,USA,49,1948,USA
1997,Myron,Scholes,economics,male,"""for a new method to determine the value of derivatives""",Canada,CA,0000-00-00,,,Long Term Capital Management,USA,56,1941,CAN
1997,Claude,Cohen-Tannoudji,physics,male,"""for development of methods to cool and trap atoms with laser light""",Algeria,DZ,0000-00-00,,,Collège de France,France,64,1933,DZA
1997,Steven,Chu,physics,male,"""for development of methods to cool and trap atoms with laser light""",USA,US,0000-00-00,,,Stanford University,USA,49,1948,USA
1997,Jody,Williams,peace,female,"""for their work for the banning and clearing of anti-personnel mines""",USA,US,0000-00-00,,,,,47,1950,USA
1997,International Campaign to Ban Landmines,,peace,org,"""for their work for the banning and clearing of anti-personnel mines""",,,0000-00-00,,,,,5,1992,NAM
1997,Paul D.,Boyer,chemistry,male,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",USA,US,2/6/2018,USA,US,University of California,USA,79,1918,USA
1998,Amartya,Sen,economics,male,"""for his contributions to welfare economics""",India,IN,0000-00-00,,,Trinity College,United Kingdom,65,1933,IND
1998,Horst L.,Störmer,physics,male,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",Germany,DE,0000-00-00,,,Columbia University,USA,49,1949,DEU
1998,José,Saramago,literature,male,"""who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality""",Portugal,PT,18-06-2010,Spain,ES,,,76,1922,PRT
1998,Daniel C.,Tsui,physics,male,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",China,CN,0000-00-00,,,Princeton University,USA,59,1939,CHN
